2025-10-25 18:24:10 - CargaMySQL_20251025_182410 - INFO - Iniciando CargaMySQL
2025-10-25 18:24:10 - CargaMySQL_20251025_182410 - INFO - Clase CargaMySQL inicializada
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - Iniciando operación: carga de datos transformados
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - Datos cargados: listings - 22,109 registros, 90 columnas
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - Datos cargados: reviews - 1,388,031 registros, 13 columnas
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - Datos cargados: calendar - 9,636,365 registros, 12 columnas
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - Operación carga de datos transformados completada
2025-10-25 18:24:23 - CargaMySQL_20251025_182410 - INFO - INICIANDO CARGA COMPLETA EN MYSQL
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 475 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 476 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 477 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 478 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 479 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 480 insertado: 1000 registros
2025-10-25 18:24:53 - CargaMySQL_20251025_182410 - INFO - Chunk 481 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 482 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 483 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 484 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 485 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 486 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 487 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 488 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 489 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 490 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 491 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 492 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 493 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 494 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 495 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 496 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 497 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 498 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 499 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 500 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 501 insertado: 1000 registros
2025-10-25 18:24:54 - CargaMySQL_20251025_182410 - INFO - Chunk 502 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 503 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 504 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 505 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 506 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 507 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 508 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 509 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 510 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 511 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 512 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 513 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 514 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 515 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 516 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 517 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 518 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 519 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 520 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 521 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 522 insertado: 1000 registros
2025-10-25 18:24:55 - CargaMySQL_20251025_182410 - INFO - Chunk 523 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 524 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 525 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 526 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 527 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 528 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 529 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 530 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 531 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 532 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 533 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 534 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 535 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 536 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 537 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 538 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 539 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 540 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 541 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 542 insertado: 1000 registros
2025-10-25 18:24:56 - CargaMySQL_20251025_182410 - INFO - Chunk 543 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 544 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 545 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 546 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 547 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 548 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 549 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 550 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 551 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 552 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 553 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 554 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 555 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 556 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 557 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 558 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 559 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 560 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 561 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 562 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 563 insertado: 1000 registros
2025-10-25 18:24:57 - CargaMySQL_20251025_182410 - INFO - Chunk 564 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 565 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 566 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 567 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 568 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 569 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 570 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 571 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 572 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 573 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 574 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 575 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 576 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 577 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 578 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 579 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 580 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 581 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 582 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 583 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 584 insertado: 1000 registros
2025-10-25 18:24:58 - CargaMySQL_20251025_182410 - INFO - Chunk 585 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 586 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 587 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 588 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 589 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 590 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 591 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 592 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 593 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 594 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 595 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 596 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 597 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 598 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 599 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 600 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 601 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 602 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 603 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 604 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 605 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 606 insertado: 1000 registros
2025-10-25 18:24:59 - CargaMySQL_20251025_182410 - INFO - Chunk 607 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 608 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 609 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 610 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 611 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 612 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 613 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 614 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 615 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 616 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 617 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 618 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 619 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 620 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 621 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 622 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 623 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 624 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 625 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 626 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 627 insertado: 1000 registros
2025-10-25 18:25:00 - CargaMySQL_20251025_182410 - INFO - Chunk 628 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 629 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 630 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 631 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 632 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 633 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 634 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 635 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 636 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 637 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 638 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 639 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 640 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 641 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 642 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 643 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 644 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 645 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 646 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 647 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 648 insertado: 1000 registros
2025-10-25 18:25:01 - CargaMySQL_20251025_182410 - INFO - Chunk 649 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 650 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 651 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 652 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 653 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 654 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 655 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 656 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 657 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 658 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 659 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 660 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 661 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 662 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 663 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 664 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 665 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 666 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 667 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 668 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 669 insertado: 1000 registros
2025-10-25 18:25:02 - CargaMySQL_20251025_182410 - INFO - Chunk 670 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 671 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 672 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 673 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 674 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 675 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 676 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 677 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 678 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 679 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 680 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 681 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 682 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 683 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 684 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 685 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 686 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 687 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 688 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 689 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 690 insertado: 1000 registros
2025-10-25 18:25:03 - CargaMySQL_20251025_182410 - INFO - Chunk 691 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 692 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 693 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 694 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 695 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 696 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 697 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 698 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 699 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 700 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 701 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 702 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 703 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 704 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 705 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 706 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 707 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 708 insertado: 1000 registros
2025-10-25 18:25:04 - CargaMySQL_20251025_182410 - INFO - Chunk 709 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 710 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 711 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 712 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 713 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 714 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 715 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 716 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 717 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 718 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 719 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 720 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 721 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 722 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 723 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 724 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 725 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 726 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 727 insertado: 1000 registros
2025-10-25 18:25:05 - CargaMySQL_20251025_182410 - INFO - Chunk 728 insertado: 1000 registros
2025-10-25 18:25:06 - CargaMySQL_20251025_182410 - INFO - Chunk 729 insertado: 1000 registros
2025-10-25 18:25:06 - CargaMySQL_20251025_182410 - INFO - Chunk 730 insertado: 1000 registros
2025-10-25 18:25:06 - CargaMySQL_20251025_182410 - INFO - Chunk 731 insertado: 1000 registros
2025-10-25 18:25:06 - CargaMySQL_20251025_182410 - INFO - Chunk 732 insertado: 1000 registros
2025-10-25 18:25:06 - CargaMySQL_20251025_182410 - INFO - Chunk 733 insertado: 1000 registros
2025-10-25 18:25:06 - CargaMySQL_20251025_182410 - INFO - Chunk 734 insertado: 1000 registros
